date,t1,t2,t1_rating,t2_rating,rating_difference,t1_rating_change,t2_rating_change,t1_win
2018-11-09 00:00:00+01:00,TYGRYSY,AGAIN,1001.0,1006.0,-5.0,-2,2,0
2018-11-09 00:00:00+01:00,Excelerate,Vision CS,947.0,1033.0,-86.0,12,-7,1
2018-11-09 00:00:00+01:00,SADBOYS,GROMClan.pl,989.0,997.0,-8.0,-2,2,0
2018-11-09 02:00:00+01:00,Vision CS,Blight,1026.0,907.0,119.0,4,-7,1
2018-11-09 02:30:00+01:00,LANGUDAR,Desperados CSGO,1000.0,1000.0,0.0,3,-3,1
2018-11-09 04:00:00+01:00,BU Esports,TU Esports,1000.0,1000.0,0.0,-3,3,0
2018-11-09 05:00:00+01:00,Team Namibia,AaB esport,997.0,998.0,-1.0,-2,2,0
2018-11-09 05:15:00+01:00,Desperados CSGO,UltiCoin,997.0,998.0,-1.0,-2,2,0
2018-11-09 07:00:00+01:00,OneGodLike,NeoES.lelix,964.0,971.0,-7.0,-2,2,0
2018-11-09 07:00:00+01:00,Xavier Esports,MiTH.Streamer,984.0,990.0,-6.0,3,-3,1
2018-11-09 08:00:00+01:00,Fluffy Gangsters,SCARZ Absolute,974.0,898.0,76.0,-2,2,0
2018-11-09 09:00:00+01:00,PROTEA,Fluffy Gangsters,979.0,972.0,7.0,-3,2,0
2018-11-09 10:00:00+01:00,Power Ace,DMZ.Mir,988.0,1000.0,-12.0,3,-3,1
2018-11-09 10:00:00+01:00,TeamLegend,AttackAllAround,990.0,987.0,3.0,2,-2,1
2018-11-09 13:00:00+01:00,SCARZ Absolute,PROTEA,900.0,976.0,-76.0,2,-3,1
2018-11-09 13:00:00+01:00,Team iNvictus,Virus,973.0,1005.0,-32.0,-2,2,0
2018-11-09 13:00:00+01:00,LANGUDAR,UltiCoin,1000.0,1000.0,0.0,3,-3,1
2018-11-09 14:00:00+01:00,Signature Gaming,AG_Youtoo,1025.0,1000.0,25.0,1,-2,1
2018-11-09 15:45:00+01:00,Macau Legend,Sad Story,998.0,966.0,32.0,-3,3,0
2018-11-10 00:00:00+01:00,Allet Overdriven,WiseWizards,991.0,980.0,11.0,-3,2,0
2018-11-10 00:45:00+01:00,NO.ORG Chile,Ninjas in Boedo,1000.0,1000.0,0.0,0,0,1
2018-11-10 04:00:00+01:00,Anti Eco Eco Club,Outlaws.hk,1000.0,1000.0,0.0,-3,3,0
2018-11-10 06:00:00+01:00,SadStory,Aequus Club,988.0,1013.0,-25.0,-5,5,0
2018-11-10 08:30:00+01:00,BTRG.HK,EMC,1000.0,960.0,40.0,2,-2,1
2018-11-10 10:45:00+01:00,TeamLegend,Signature Gaming,992.0,1026.0,-34.0,-2,1,0
2018-11-10 17:15:00+01:00,Chosen5,Iraq,979.0,1000.0,-21.0,3,-3,1
2018-11-11 00:00:00+01:00,frillkammare,duttdutt,998.0,1012.0,-14.0,-2,2,0
2018-11-11 04:00:00+01:00,Andes,Gamdias,1004.0,985.0,19.0,1,-2,1
2018-11-11 09:00:00+01:00,Outlaws.hk,BTRG.HK,1003.0,1002.0,1.0,-3,3,0
2018-11-11 19:00:00+01:00,Illini,RMU Eagles,997.0,995.0,2.0,-3,3,0
2018-11-12 00:00:00+01:00,GameZone Esports,Rising Note,984.0,1000.0,-16.0,0,0,0
2018-11-12 00:00:00+01:00,MANGUSTE ATILAX,Manguste eSports,1000.0,1000.0,0.0,0,0,0
2018-11-12 01:30:00+01:00,Steam Rollers,4US.,1000.0,1001.0,-1.0,3,-3,1
2018-11-12 01:30:00+01:00,Grizzlys,ex-Velocity,994.0,939.0,55.0,2,-2,1
2018-11-12 04:00:00+01:00,Vision CS,VAULT CS,1022.0,957.0,65.0,-7,7,0
2018-11-12 04:00:00+01:00,Forty Six and 2,Think Outside the Box,936.0,941.0,-5.0,6,-10,1
2018-11-12 16:00:00+01:00,Vyalie Pitoni,de_aztec,1035.0,1000.0,35.0,2,-2,1
2018-11-12 16:00:00+01:00,LAN DODGERS,tomorrow we'll be better,1000.0,1008.0,-8.0,3,-3,1
2018-11-12 16:00:00+01:00,PUGSTAR5,AdskiyRazgon,992.0,997.0,-5.0,3,-3,1
2018-11-12 17:30:00+01:00,Vyalie Pitoni,LAN DODGERS,1037.0,1003.0,34.0,-3,3,0
2018-11-13 00:00:00+01:00,Level One,MANGUSTE ATILAX,1000.0,1000.0,0.0,0,0,1
2018-11-13 00:00:00+01:00,Manguste eSports,OutPlayed,1000.0,991.0,9.0,0,0,0
2018-11-13 02:00:00+01:00,Evilvice e-Sports,Gamdias,1009.0,983.0,26.0,-2,3,0
2018-11-13 02:00:00+01:00,Snap Gaming,Fusion eSports,1000.0,998.0,2.0,2,-2,1
2018-11-13 03:00:00+01:00,AEON Gaming,GloryUS,990.0,973.0,17.0,-3,3,0
2018-11-13 03:00:00+01:00,Blue Void Gaming,ClickHost.cl,993.0,994.0,-1.0,3,-3,1
2018-11-14 00:15:00+01:00,Guatemala,Mexico,997.0,998.0,-1.0,-2,2,0
2018-11-14 21:30:00+01:00,CW Lions,schadE halt,997.0,1000.0,-3.0,3,-3,1
2018-11-15 00:00:00+01:00,Nerd Nation,Pelafustanes,1000.0,1002.0,-2.0,-2,2,0
2018-11-15 00:00:00+01:00,Apart Gaming,Team Kaiserschmarrn,994.0,987.0,7.0,2,-2,1
2018-11-15 00:00:00+01:00,PRIDE,Minttu,997.0,1005.0,-8.0,-1,2,0
2018-11-15 02:00:00+01:00,Sad Story,Sparta Gaming,969.0,996.0,-27.0,-2,2,0
2018-11-15 06:15:00+01:00,Reign In Gaming,2990,987.0,994.0,-7.0,-10,10,0
2018-11-15 08:00:00+01:00,PortaL,exDT,943.0,1003.0,-60.0,-8,8,0
2018-11-15 08:00:00+01:00,FATE eSports,juicey,998.0,1003.0,-5.0,-10,10,0
2018-11-15 12:00:00+01:00,VINDICTA,Signature Gaming,985.0,1019.0,-34.0,11,-7,1
2018-11-15 12:00:00+01:00,FATE eSports,Uniquestars,988.0,992.0,-4.0,-10,10,0
2018-11-15 12:00:00+01:00,exDT,NOM Gaming,1011.0,1013.0,-2.0,10,-10,1
2018-11-15 16:00:00+01:00,NOM Gaming,Uniquestars,1003.0,1002.0,1.0,-10,10,0
2018-11-16 00:15:00+01:00,SYNC,ProdigY Gaming,1000.0,1000.0,0.0,-3,3,0
2018-11-16 08:00:00+01:00,exDT,FIREMIX,1021.0,1020.0,1.0,10,-10,1
2018-11-16 12:00:00+01:00,Uniquestars,FIREMIX,1023.0,1010.0,13.0,-10,10,0
2018-11-16 16:00:00+01:00,FIREMIX,exDT,1020.0,1031.0,-11.0,-10,10,0
2018-11-17 04:00:00+01:00,friendsiev,AEON Gaming,997.0,987.0,10.0,2,-2,1
2018-11-17 08:00:00+01:00,GOSU.kr,Flash Gaming,1077.0,1056.0,21.0,-2,2,0
2018-11-17 18:30:00+01:00,R5,UltiCoin,1000.0,994.0,6.0,-8,8,0
2018-11-18 00:00:00+01:00,tradigt,duttdutt,992.0,1013.0,-21.0,-2,-3,0
2018-11-18 09:00:00+01:00,ATLANTS,LAN DODGERS,978.0,1006.0,-28.0,0,0,1
2018-11-18 11:00:00+01:00,REXO Gaming,Vae Victis,1000.0,1000.0,0.0,5,-5,1
2018-11-18 11:00:00+01:00,ex-Avant Garde,TABOO,962.0,887.0,75.0,-15,9,0
2018-11-18 11:00:00+01:00,TABOO,Legacy eSports,896.0,962.0,-66.0,-5,-15,0
2018-11-18 11:00:00+01:00,Legacy eSports,Control eSports,1011.0,1000.0,11.0,7,-12,1
2018-11-18 15:00:00+01:00,UnderPressure,ATLANTS,1003.0,978.0,25.0,0,0,1
2018-11-18 20:00:00+01:00,Retail Row Gangster,Apart Gaming,1007.0,996.0,11.0,-3,3,0
2018-11-18 20:00:00+01:00,Team Kaiserschmarrn,Team Vertex,985.0,1000.0,-15.0,-2,2,0
2018-11-18 21:00:00+01:00,Viva Algeria,Chosen5,1003.0,982.0,21.0,2,-2,1
2018-11-19 00:00:00+01:00,Forge,Manguste eSports,983.0,1000.0,-17.0,0,0,1
2018-11-19 01:00:00+01:00,Southern Roofing,beastm0de,1000.0,1000.0,0.0,0,0,1
2018-11-19 01:00:00+01:00,Ten Gallon Terrors,Booty Duty,1000.0,1000.0,0.0,0,0,0
2018-11-19 03:00:00+01:00,Booty Duty,Southern Roofing,1000.0,1000.0,0.0,0,0,0
2018-11-19 04:15:00+01:00,inFerno eSports,Rising Note,1000.0,1000.0,0.0,0,0,0
2018-11-20 00:00:00+01:00,OutPlayed,HG Esports,991.0,1000.0,-9.0,0,0,1
2018-11-20 02:00:00+01:00,AEON Gaming,Pelafustanes,985.0,1004.0,-19.0,-2,2,0
2018-11-20 02:00:00+01:00,Nerd Nation,Licht,998.0,988.0,10.0,-3,3,0
2018-11-20 03:00:00+01:00,Annunaki,Vulkano eSports,982.0,997.0,-15.0,-2,2,0
2018-11-20 04:15:00+01:00,Blue Void Gaming,GloryUS,996.0,972.0,24.0,2,-2,1
2018-11-20 11:00:00+01:00,Control eSports,ex-Avant Garde,988.0,947.0,41.0,11,-11,1
2018-11-20 22:00:00+01:00,Level One,inFerno eSports,1000.0,1000.0,0.0,0,0,1
2018-11-20 23:00:00+01:00,Forge,HG Esports,983.0,1000.0,-17.0,0,0,1
2018-11-20 23:00:00+01:00,GameZone Esports,OutPlayed,984.0,991.0,-7.0,0,0,1
2018-11-20 23:00:00+01:00,Rising Note,MANGUSTE ATILAX,1000.0,1000.0,0.0,0,0,1
2018-11-21 00:00:00+01:00,tradigt,Flow,991.0,1024.0,-33.0,3,-2,1
2018-11-21 04:00:00+01:00,Mexico,VAULT CS,1000.0,964.0,36.0,2,-1,1
2018-11-21 18:00:00+01:00,HauntedFamilly,UA$AP,1000.0,997.0,3.0,-3,3,0
2018-11-21 19:30:00+01:00,UA$AP,Team1,1000.0,1000.0,0.0,-3,3,0
2018-11-21 23:30:00+01:00,Team Avority,Team Planetskinz,1002.0,987.0,15.0,-3,2,0
2018-11-22 02:00:00+01:00,Nerd Nation,AEON Gaming,995.0,983.0,12.0,2,-2,1
2018-11-22 02:00:00+01:00,GloryUS,Licht,970.0,991.0,-21.0,3,-3,1
2018-11-22 18:15:00+01:00,Arctic Gaming,Penguins,979.0,1000.0,-21.0,3,-3,1
2018-11-22 20:45:00+01:00,Slovakia.CS,Arctic Gaming,1002.0,982.0,20.0,2,-2,1
2018-11-24 10:15:00+01:00,KlikTech,GamePub,974.0,977.0,-3.0,-3,5,0
2018-11-24 11:00:00+01:00,demise.no,Kingpins,1002.0,994.0,8.0,-5,5,0
2018-11-25 06:45:00+01:00,All Star A,All Star B,1000.0,1000.0,0.0,3,-3,1
2018-11-25 11:45:00+01:00,3era,Plus10Elo,1000.0,1000.0,0.0,10,-10,1
2018-11-25 20:00:00+01:00,Bring Me The Horizon,Lin4evateli,1000.0,984.0,16.0,-3,3,0
2018-11-26 00:00:00+01:00,inFerno eSports,HG Esports,1000.0,1000.0,0.0,0,0,0
2018-11-26 00:00:00+01:00,Level One,Rising Note,1000.0,1000.0,0.0,0,0,1
2018-11-26 00:00:00+01:00,GameZone Esports,HG Esports,984.0,1000.0,-16.0,0,0,1
2018-11-26 00:00:00+01:00,Forge,OutPlayed,983.0,991.0,-8.0,0,0,1
2018-11-26 22:00:00+01:00,Depre,Rude,992.0,986.0,6.0,-5,5,0
2018-11-26 23:00:00+01:00,inFerno eSports,GameZone Esports,1000.0,984.0,16.0,0,0,0
2018-11-27 02:00:00+01:00,Gamdias,Vulkano eSports,984.0,999.0,-15.0,3,-3,1
2018-11-27 03:00:00+01:00,Pelafustanes,Duck Nutz,1008.0,1006.0,2.0,-3,3,0
2018-11-27 03:00:00+01:00,GloryUS,friendsiev,973.0,994.0,-21.0,-2,2,0
2018-11-27 03:00:00+01:00,AEON Gaming,Licht,981.0,988.0,-7.0,-2,2,0
2018-11-27 16:00:00+01:00,PRIDE,MIKSTURA,997.0,1030.0,-33.0,-1,2,0
2018-11-28 00:00:00+01:00,ex-Fnatic Academy,eFrog,984.0,982.0,2.0,-3,3,0
2018-11-28 01:00:00+01:00,the boyz,Ape Gang,1000.0,998.0,2.0,2,-2,1
2018-11-28 01:00:00+01:00,friendsiev,Licht,996.0,990.0,6.0,2,-2,1
2018-11-28 02:00:00+01:00,blitz,Vikings CS,998.0,918.0,80.0,6,-6,1
2018-11-28 03:00:00+01:00,Guerilla Tactics,Masked,996.0,1000.0,-4.0,-7,7,0
2018-11-28 05:45:00+01:00,RMU Eagles,4US.,998.0,998.0,0.0,8,-8,1
2018-11-28 17:00:00+01:00,ex-Royal Bandits,TOA,1000.0,1000.0,0.0,3,-3,1
2018-11-28 21:00:00+01:00,PlaceholderBB,Team Vertex,1000.0,1002.0,-2.0,-2,2,0
2018-11-29 03:30:00+01:00,Final Feature,RMU Eagles,993.0,1006.0,-13.0,8,-8,1
2018-11-30 03:15:00+01:00,RMU Eagles,Reign,998.0,1001.0,-3.0,3,-3,1
2018-11-30 03:15:00+01:00,Masked,blitz,1002.0,996.0,6.0,2,-2,1
2018-11-30 18:00:00+01:00,Manguste eSports,HG Esports,1000.0,1000.0,0.0,0,0,0
2018-12-01 00:00:00+01:00,Superius Gaming,Onca Gaming,1001.0,878.0,123.0,-3,3,0
2018-12-01 00:00:00+01:00,MIKSTURA,M1 Gaming,1032.0,989.0,43.0,2,-2,1
2018-12-01 00:00:00+01:00,Onca Gaming,SADBOYS,870.0,1001.0,-131.0,3,-3,1
2018-12-01 00:00:00+01:00,Proton,Onca Gaming,1003.0,999.0,4.0,-3,-3,0
2018-12-01 00:00:00+01:00,Proton,FaM,1001.0,1058.0,-57.0,3,-3,1
2018-12-01 00:00:00+01:00,FaRawLa,ColdMIX,1000.0,1003.0,-3.0,3,-3,1
2018-12-01 00:00:00+01:00,Proton,TYGRYSY,998.0,873.0,125.0,3,3,1
2018-12-01 05:00:00+01:00,Roar,Deceptors,975.0,951.0,24.0,5,-5,1
2018-12-01 13:30:00+01:00,LAMIF,Epsilon France,997.0,1001.0,-4.0,-7,7,0
2018-12-01 23:30:00+01:00,SADBOYS,FaM,979.0,1053.0,-74.0,3,-3,1
2018-12-01 23:45:00+01:00,TYGRYSY,RaczkiNieboraczki,996.0,992.0,4.0,2,-2,1
2018-12-03 00:00:00+01:00,Level One,GameZone Esports,1000.0,984.0,16.0,2,-2,1
2018-12-03 01:00:00+01:00,MDL All-Star freakazoid,MDL All-Star NikoM,1000.0,1000.0,0.0,0,0,0
2018-12-03 03:30:00+01:00,RMU Eagles,Masked,1001.0,1004.0,-3.0,-2,2,0
2018-12-03 21:45:00+01:00,Forge,Rising Note,983.0,1000.0,-17.0,-1,2,0
2018-12-04 21:00:00+01:00,Invizy Esport,PRIDE,998.0,994.0,4.0,2,-1,1
2018-12-05 03:30:00+01:00,Blight,Final Feature,894.0,996.0,-102.0,16,-16,1
2018-12-05 04:00:00+01:00,Masked,ex-Velocity,1006.0,937.0,69.0,10,-10,1
2018-12-06 03:30:00+01:00,Final Feature,VAULT CS,980.0,956.0,24.0,12,-7,1
2018-12-06 19:00:00+01:00,Flow,KlikTech,1021.0,974.0,47.0,1,-1,1
2018-12-07 11:45:00+01:00,Markhor,Portal Esports X,1000.0,1000.0,0.0,3,-3,1
2018-12-07 12:45:00+01:00,Markhor,Mad Wolves,1003.0,1000.0,3.0,2,-2,1
2018-12-07 14:45:00+01:00,Mad Wolves,PortaL,998.0,928.0,70.0,2,-2,1
2018-12-07 16:45:00+01:00,tomorrow will be better,EBOOT,999.0,1000.0,-1.0,3,-3,1
2018-12-07 16:45:00+01:00,gothboiclique,MEGA LADA,1000.0,1000.0,0.0,-3,3,0
2018-12-07 18:00:00+01:00,PortaL,Portal Esports X,926.0,997.0,-71.0,3,-3,1
2018-12-07 18:45:00+01:00,Portal Esports X,Mad Wolves,994.0,1000.0,-6.0,3,-3,1
2018-12-07 19:30:00+01:00,PortaL,Markhor,929.0,1005.0,-76.0,3,-3,1
2018-12-07 20:15:00+01:00,MEGA LADA,tomorrow will be better,1003.0,1002.0,1.0,-3,3,0
2018-12-09 13:00:00+01:00,GoodJob,NoBrain,978.0,1000.0,-22.0,3,-5,1
2018-12-09 15:00:00+01:00,Markhor,PortaL,1002.0,932.0,70.0,-3,3,0
2018-12-09 16:30:00+01:00,Bring It On,S2N Esports Club,1003.0,1003.0,0.0,3,-3,1
2018-12-10 00:00:00+01:00,ExAequo Academy,Utopia,1003.0,1000.0,3.0,3,-3,1
2018-12-10 00:00:00+01:00,PlayerSpace,Utopia,1000.0,1000.0,0.0,-3,3,0
2018-12-10 00:00:00+01:00,Proton,G-Loud Gaming,1000.0,1000.0,0.0,-3,3,0
2018-12-10 00:00:00+01:00,CS Italia ASD,Clan Gaming,1000.0,1000.0,0.0,3,-2,1
2018-12-10 00:00:00+01:00,PlayerSpace,Team Vez,997.0,997.0,0.0,3,-3,1
2018-12-10 00:00:00+01:00,ExAequo Academy,Team Vez,1000.0,1003.0,-3.0,3,-3,1
2018-12-10 00:00:00+01:00,Clan Gaming,iDomina Esports,997.0,1000.0,-3.0,-2,3,0
2018-12-10 00:00:00+01:00,HoloChrome ASD,Racoon,1000.0,1000.0,0.0,3,-3,1
2018-12-10 00:00:00+01:00,Rising Note Orange,CS Italia ASD,1000.0,1003.0,-3.0,-2,2,0
2018-12-10 00:00:00+01:00,DF Ezotic,Cyberground Gaming,1000.0,997.0,3.0,-3,3,0
2018-12-10 03:00:00+01:00,A4E,RetiredExtremlyDangerous,1000.0,1000.0,0.0,-3,3,0
2018-12-10 04:00:00+01:00,Final Feature,Masked,992.0,1007.0,-15.0,13,-13,1
2018-12-10 20:30:00+01:00,NoOrg,Turma do Pagode,1010.0,1000.0,10.0,15,-15,1
2018-12-11 17:00:00+01:00,EMME Gaming,HoloChrome ASD,1003.0,1003.0,0.0,3,-3,1
2018-12-12 20:45:00+01:00,Superius Gaming,G-Loud Gaming,1001.0,1003.0,-2.0,-2,2,0
2018-12-13 01:00:00+01:00,friendsiev,Licht,998.0,986.0,12.0,-3,3,0
2018-12-13 01:00:00+01:00,GloryUS,Pelafustanes,971.0,1005.0,-34.0,-2,2,0
2018-12-13 07:30:00+01:00,The Foxes,VINDICTA,1005.0,986.0,19.0,-5,5,0
2018-12-13 12:30:00+01:00,ExidiuM,The Foxes,999.0,1000.0,-1.0,5,-5,1
2018-12-13 14:00:00+01:00,MIKSTURA,Fragsters,1035.0,1100.0,-65.0,-4,2,0
2018-12-13 16:30:00+01:00,VTE eSport,The Foxes,995.0,995.0,0.0,5,-5,1
2018-12-13 18:30:00+01:00,VINDICTA,Team Nemesis,986.0,995.0,-9.0,5,-5,1
2018-12-13 20:30:00+01:00,TDR-Gaming,Underdogs CS,995.0,988.0,7.0,2,-2,1
2018-12-14 06:00:00+01:00,VTE eSport,ExidiuM,1000.0,999.0,1.0,-5,5,0
2018-12-15 12:30:00+01:00,Rising Note,GameZone Esports,1002.0,982.0,20.0,-5,5,0
2018-12-16 00:15:00+01:00,Duck Nutz,Nerd Nation,1008.0,995.0,13.0,2,-2,1
2018-12-16 10:15:00+01:00,Game of Throw,Limitless.gg,1000.0,993.0,7.0,-5,5,0
2018-12-16 13:30:00+01:00,eXtreme,Atlas Lions,1000.0,995.0,5.0,-5,5,0
2018-12-16 15:30:00+01:00,TILTED,MightyWolves,1000.0,1019.0,-19.0,-2,2,0
2018-12-16 15:30:00+01:00,Esi Pirmais,Wolsung,994.0,1008.0,-14.0,-2,2,0
2018-12-16 18:00:00+01:00,Wolsung,MightyWolves,1010.0,1021.0,-11.0,3,-3,1
2018-12-16 19:00:00+01:00,Atlas Lions,Limitless.gg,1000.0,998.0,2.0,-5,5,0
2018-12-16 20:45:00+01:00,ONLYUP,HOLLYWOOD,1000.0,993.0,7.0,-3,2,0
2018-12-16 20:45:00+01:00,Vyalie Pitoni,tomorrow will be better,1033.0,1005.0,28.0,2,-2,1
2018-12-16 22:30:00+01:00,tomorrow will be better,ONLYUP,1003.0,997.0,6.0,2,-2,1
2018-12-16 22:30:00+01:00,Vyalie Pitoni,HOLLYWOOD,1035.0,995.0,40.0,-3,2,0
2018-12-17 19:00:00+01:00,GoodJob,LAN DODGERS,978.0,983.0,-5.0,3,-5,1
2018-12-18 01:00:00+01:00,Pelafustanes,Duck Nutz,1007.0,1008.0,-1.0,3,-3,1
2018-12-18 18:00:00+01:00,FATE eSports,FaRawLa,981.0,1003.0,-22.0,-2,2,0
2018-12-18 19:00:00+01:00,FIREMIX,NotStoned,1012.0,1003.0,9.0,2,-2,1
2018-12-18 20:00:00+01:00,FIREMIX,FaRawLa,1014.0,1005.0,9.0,-3,3,0
2018-12-18 20:00:00+01:00,FATE eSports,NotStoned,979.0,1001.0,-22.0,-2,2,0
2018-12-19 09:30:00+01:00,TRIDENT Storm,this n that,999.0,995.0,4.0,5,-5,1
2018-12-19 20:00:00+01:00,AGAIN,FaM,1003.0,1051.0,-48.0,-2,2,0
2018-12-20 05:00:00+01:00,CyberZen,GOSU.kr,1090.0,1071.0,19.0,7,-7,1
2018-12-20 20:00:00+01:00,baklażany,FaM,1005.0,1055.0,-50.0,3,-3,1
2018-12-21 13:30:00+01:00,FaRawLa,NotStoned,1008.0,1003.0,5.0,-8,8,0
2018-12-21 18:45:00+01:00,Misfits and DIGenerates,The Regal Reserve,1000.0,1000.0,0.0,3,-3,1
2018-12-21 18:45:00+01:00,Vivency,n0rth reb0rn,1000.0,1000.0,0.0,3,-3,1
2018-12-21 18:45:00+01:00,Chicken Squad,Drip or Drown,1000.0,1000.0,0.0,-3,3,0
2018-12-21 19:00:00+01:00,YetToBeNamers,TOA,1000.0,997.0,3.0,2,-2,1
2018-12-21 19:45:00+01:00,Follow me,x1 Mob,1000.0,997.0,3.0,-3,3,0
2018-12-21 19:45:00+01:00,Fragging for Andy,FUSION,1000.0,1000.0,0.0,3,-3,1
2018-12-22 00:00:00+01:00,Cant Believe She Took The Kids,Toggle When Needed,1000.0,1000.0,0.0,3,-3,1
2018-12-22 02:00:00+01:00,7evenChapters,Pennsylvania State University,1000.0,991.0,9.0,2,-2,1
2018-12-22 02:30:00+01:00,Chicken Squad,Follow me,997.0,997.0,0.0,-3,3,0
2018-12-22 02:30:00+01:00,Legacy of Aeons,The Tourists,1000.0,1000.0,0.0,-3,3,0
2018-12-22 03:00:00+01:00,The Regal Reserve,LAN Lords,997.0,995.0,2.0,2,-2,1
2018-12-22 04:45:00+01:00,Misfits and DIGenerates,The Regal Reserve,1001.0,999.0,2.0,2,-2,1
2018-12-22 04:45:00+01:00,Cant Believe She Took The Kids,Toggle When Needed,1001.0,997.0,4.0,2,-2,1
2018-12-22 04:45:00+01:00,Vivency,n0rth reb0rn,1001.0,997.0,4.0,2,-2,1
2018-12-22 04:45:00+01:00,Drip or Drown,x1 Mob,1003.0,1000.0,3.0,2,-2,1
2018-12-22 04:45:00+01:00,The Tourists,Fragging for Andy,1003.0,1003.0,0.0,-3,3,0
2018-12-22 04:45:00+01:00,Legacy of Aeons,FUSION,997.0,997.0,0.0,3,-3,1
2018-12-22 06:00:00+01:00,Sparta,Flash Gaming,987.0,1058.0,-71.0,-10,6,0
2018-12-22 06:30:00+01:00,Pennsylvania State University,7evenChapters,989.0,999.0,-10.0,-2,2,0
2018-12-22 06:30:00+01:00,Follow me,x1 Mob,1000.0,998.0,2.0,-3,3,0
2018-12-22 07:30:00+01:00,The Tourists,Legacy of Aeons,1000.0,1000.0,0.0,3,-3,1
2018-12-22 12:30:00+01:00,Team1,djakuyu,1003.0,1000.0,3.0,-3,3,0
2018-12-22 13:30:00+01:00,FaRawLa,FIREMIX,1000.0,1004.0,-4.0,8,-8,1
2018-12-22 16:00:00+01:00,ProdigY Gaming,k23,1003.0,1000.0,3.0,-3,3,0
2018-12-22 17:00:00+01:00,Cant Believe She Took The Kids,Misfits and DIGenerates,1003.0,1003.0,0.0,-3,3,0
2018-12-22 17:00:00+01:00,Fragging for Andy,7evenChapters,1006.0,1001.0,5.0,2,-2,1
2018-12-22 18:00:00+01:00,x1 Mob,Vivency,1001.0,1003.0,-2.0,3,-3,1
2018-12-23 22:30:00+01:00,djakuyu,Team1,1005.0,1005.0,0.0,-3,3,0
2018-12-26 12:15:00+01:00,MAJESTY.UA,Wanted-hatoR,997.0,993.0,4.0,-3,3,0
2018-12-26 16:15:00+01:00,Team1,StarLadder Team,1008.0,1000.0,8.0,2,-2,1
2018-12-26 19:30:00+01:00,Wanted-hatoR,Team1,996.0,1010.0,-14.0,3,-3,1
2018-12-27 02:00:00+01:00,Black Horus,Duck Nutz,1000.0,1005.0,-5.0,-2,2,0
2018-12-28 18:00:00+01:00,Onca Gaming,baklażany,881.0,1008.0,-127.0,3,-3,1
2018-12-29 08:00:00+01:00,Flash Gaming,CyberZen,1063.0,1095.0,-32.0,-10,10,0
2018-12-31 02:00:00+01:00,Nerd Nation,Duck Nutz,993.0,1007.0,-14.0,-2,2,0
2019-01-04 17:30:00+01:00,Team SPUNJ,Team HenryG,1000.0,1000.0,0.0,0,0,0
2019-01-04 19:00:00+01:00,Team pronax,Team IzakOOO,1000.0,1000.0,0.0,0,0,0
2019-01-04 21:15:00+01:00,Team ceh9,Team Nooky,1000.0,997.0,3.0,0,0,1
2019-01-05 00:00:00+01:00,Team fl0m,Team Houngoungagne,997.0,1000.0,-3.0,0,0,0
2019-01-05 13:00:00+01:00,Team pronax,Team fl0m,1000.0,997.0,3.0,0,0,0
2019-01-05 13:00:00+01:00,Team SPUNJ,Team Nooky,1000.0,997.0,3.0,0,0,0
2019-01-05 16:30:00+01:00,Team ceh9,Team HenryG,1000.0,1000.0,0.0,0,0,1
2019-01-05 18:15:00+01:00,Team IzakOOO,Team Houngoungagne,1000.0,1000.0,0.0,0,0,0
2019-01-05 21:00:00+01:00,Team Nooky,Team HenryG,997.0,1000.0,-3.0,0,0,0
2019-01-06 14:30:00+01:00,Team fl0m,Team IzakOOO,997.0,1000.0,-3.0,0,0,0
2019-01-06 16:30:00+01:00,Team HenryG,Team Houngoungagne,1000.0,1000.0,0.0,0,0,1
2019-01-06 20:00:00+01:00,Team IzakOOO,Team ceh9,1000.0,1000.0,0.0,0,0,1
2019-01-07 19:00:00+01:00,GUNRUNNERS,cats,1006.0,1005.0,1.0,-10,10,0
2019-01-07 19:45:00+01:00,Team IzakOOO,Team HenryG,1000.0,1000.0,0.0,0,0,1
2019-01-10 19:15:00+01:00,Rising Note Orange,eVolute Gaming,998.0,997.0,1.0,2,-2,1
2019-01-11 17:00:00+01:00,cats,Flow,1015.0,1025.0,-10.0,10,-6,1
2019-01-14 01:30:00+01:00,iDomina Esports,Racoon,1002.0,997.0,5.0,2,-2,1
2019-01-14 20:00:00+01:00,CS Italia ASD,Racoon,1005.0,995.0,10.0,2,-2,1
2019-01-15 00:30:00+01:00,ex-Wild.br,NoOrg,1000.0,1011.0,-11.0,3,-3,1
2019-01-15 16:00:00+01:00,Cyberground Gaming,ExAequo Academy,1000.0,1006.0,-6.0,-2,2,0
2019-01-15 20:00:00+01:00,Team Vez,DF Ezotic,994.0,997.0,-3.0,-2,2,0
2019-01-15 20:00:00+01:00,HoloChrome ASD,Clan Gaming,1000.0,995.0,5.0,-3,3,0
2019-01-17 20:00:00+01:00,HoloChrome ASD,Rising Note Orange,997.0,1000.0,-3.0,-2,2,0
2019-01-19 17:00:00+01:00,Rex Regum Qeon,Regulator.Young,1000.0,1000.0,0.0,-3,3,0
2019-01-20 19:15:00+01:00,University of Texas at Dallas,UT Austin,1000.0,1000.0,0.0,5,-5,1
2019-01-20 20:00:00+01:00,University of Houston,Kennesaw State University,1000.0,1000.0,0.0,5,-5,1
